train_23017	An Aggregation-Based Overall Quality Measurement for Visualization	  Aesthetics are often used to evaluate the quality of graph drawings. However,the existing aesthetic criteria are useful in judging the extents to which adrawing conforms to particular drawing rules. They have limitations inevaluating overall quality. Currently the overall quality of graph drawings ismainly evaluated based on personal judgments and user studies. Personaljudgments are not reliable, while user studies can be costly to run. Therefore,there is a need for a direct measure of overall quality. This measure can beused by visualization designers to quickly compare the quality of drawings athand at the design stage and make decisions accordingly. In an attempt to meetthis need, we propose a measure that measures overall quality based onaggregation of individual aesthetic criteria. We present a user study thatvalidates this measure and demonstrates its capacity in predicting theperformance of human graph comprehension. The implications of the proposedmeasure for future research are discussed.	cs.HC
train_15552	Robot Learning of Shifting Objects for Grasping in Cluttered  Environments	  Robotic grasping in cluttered environments is often infeasible due toobstacles preventing possible grasps. Then, pre-grasping manipulation likeshifting or pushing an object becomes necessary. We developed an algorithm thatcan learn, in addition to grasping, to shift objects in such a way that theirgrasp probability increases. Our research contribution is threefold: First, wepresent an algorithm for learning the optimal pose of manipulation primitiveslike clamping or shifting. Second, we learn non-prehensible actions thatexplicitly increase the grasping probability. Making one skill (shifting)directly dependent on another (grasping) removes the need of sparse rewards,leading to more data-efficient learning. Third, we apply a real-world solutionto the industrial task of bin picking, resulting in the ability to empty binscompletely. The system is trained in a self-supervised manner with around 25000grasp and 2500 shift actions. Our robot is able to grasp and file objects with274 picks per hour. Furthermore, we demonstrate the system's ability togeneralize to novel objects.	cs.RO
train_37538	Large neighborhoods with implicit customer selection for vehicle routing  problems with profits	  We consider several Vehicle Routing Problems (VRP) with profits, which seekto select a subset of customers, each one being associated with a profit, andto design service itineraries. When the sum of profits is maximized underdistance constraints, the problem is usually called team orienteering problem.The capacitated profitable tour problem seeks to maximize profits minus travelcosts under capacity constraints. Finally, in the VRP with private fleet andcommon carrier, some customers can be delegated to an external carrier subjectto a cost. Three families of combined decisions must be taken: customersselection, assignment to vehicles, and sequencing of deliveries for each route.  We propose a new neighborhood search for these problems which explores anexponential number of solutions in pseudo polynomial time. The search isconducted with standard VRP neighborhoods on an "exhaustive" solutionrepresentation, visiting all customers. Since visiting all customers is usuallyinfeasible or sub-optimal, an efficient "Select" algorithm, based on resourceconstrained shortest paths, is repeatedly used on any new route to find theoptimal subsequence of visits to customers. The good performance of theseneighborhood structures is demonstrated by extensive computational experimentswith a local search, an iterated local search and a hybrid genetic algorithm.Intriguingly, even a local-improvement method to the first local optimum ofthis neighborhood achieves an average gap of 0.09% on classic team orienteeringbenchmark instances, rivaling with the current state-of-the-art metaheuristics.Promising research avenues on hybridizations with more standard routingneighborhoods are also open.	cs.DS
train_25389	Un index de jointure pour les entrep\^ots de donn\'ees XML	  XML data warehouses form an interesting basis for decision-supportapplications that exploit heterogeneous data from multiple sources. However,XML-native database systems currently bear limited performances and it isnecessary to research ways to optimize them. In this paper, we propose a newindex that is specifically adapted to the multidimensional architecture of XMLwarehouses and eliminates join operations, while preserving the informationcontained in the original warehouse. A theoretical study and experimentalresults demonstrate the efficiency of our index, even when queries are complex.	cs.DB
train_04216	A lower bound on the performance of dynamic curing policies for  epidemics on graphs	  We consider an SIS-type epidemic process that evolves on a known graph. Weassume that a fixed curing budget can be allocated at each instant to the nodesof the graph, towards the objective of minimizing the expected extinction timeof the epidemic. We provide a lower bound on the optimal expected extinctiontime as a function of the available budget, the epidemic parameters, themaximum degree, and the CutWidth of the graph. For graphs with large CutWidth(close to the largest possible), and under a budget which is sublinear in thenumber of nodes, our lower bound scales exponentially with the size of thegraph.	cs.SI
train_32946	Robust Control of the Sit-to-Stand Movement for a Powered Lower Limb  Orthosis	  The sit-to-stand movement is a key feature for wide adoption of powered lowerlimb orthoses for patients with complete paraplegia. In this paper we study thecontrol of the ascending phase of the sit-to-stand movement for a minimallyactuated powered lower limb orthosis at the hips. First, we generate a pool offinite horizon Linear Quadratic Regulator feedback gains, designed under theassumption that we can control not only the torque at the hips but also theloads at the shoulders that in reality are applied by the user. Next we conductreachability analysis to define a performance metric measuring the robustnessof each controller against parameter uncertainty, and choose the bestcontroller from the pool with respect to this metric. Then, we replace thepresumed shoulder control with an Iterative Learning Control algorithm as asubstitute for human experiments. Indeed this algorithm obtains torque andforces at the shoulders that result in successful simulations of thesit-to-stand movement, regardless of parameter uncertainty and factorsdeliberately introduced to hinder learning. Thus it is reasonable to expectthat the superior cognitive skills of real users will enable them to cooperatewith the hip torque controller through training.	cs.SY
train_14846	Interactive Overlays of Journals and the Measurement of  Interdisciplinarity on the basis of Aggregated Journal-Journal Citations	  Using "Analyze Results" at the Web of Science, one can directly generateoverlays onto global journal maps of science. The maps are based on the 10,000+journals contained in the Journal Citation Reports (JCR) of the Science andSocial Science Citation Indices (2011). The disciplinary diversity of theretrieval is measured in terms of Rao-Stirling's "quadratic entropy." Sincethis indicator of interdisciplinarity is normalized between zero and one, theinterdisciplinarity can be compared among document sets and across years, citedor citing. The colors used for the overlays are based on Blondel et al.'s(2008) community-finding algorithms operating on the relations journalsincluded in JCRs. The results can be exported from VOSViewer with differentoptions such as proportional labels, heat maps, or cluster density maps. Themaps can also be web-started and/or animated (e.g., using PowerPoint). The"citing" dimension of the aggregated journal-journal citation matrix was foundto provide a more comprehensive description than the matrix based on the citedarchive. The relations between local and global maps and their differentfunctions in studying the sciences in terms of journal litteratures are furtherdiscussed: local and global maps are based on different assumptions and can beexpected to serve different purposes for the explanation.	cs.DL
train_44398	On the approximation guarantee of obviously strategyproof mechanisms	  Catering to the incentives of people with limited rationality is achallenging research direction that requires novel paradigms to designmechanisms and approximation algorithms. Obviously strategyproof (OSP)mechanisms have recently emerged as the concept of interest to this researchagenda. However, the majority of the literature in the area has eitherhighlighted the shortcomings of OSP or focused on the "right" definition ratherthan on the construction of these mechanisms.  We here give the first set of tight results on the approximation guarantee ofOSP mechanisms for scheduling related machines and a characterization ofoptimal OSP mechanisms for set system problems. By extending the well-knowncycle monotonicity technique, we are able to concentrate on the algorithmiccomponent of OSP mechanisms and provide some novel paradigms for their design.	cs.GT
train_18800	Dynamical spectral unmixing of multitemporal hyperspectral images	  In this paper, we consider the problem of unmixing a time series ofhyperspectral images. We propose a dynamical model based on linear mixingprocesses at each time instant. The spectral signatures and fractionalabundances of the pure materials in the scene are seen as latent variables, andassumed to follow a general dynamical structure. Based on a simplified versionof this model, we derive an efficient spectral unmixing algorithm to estimatethe latent variables by performing alternating minimizations. The performanceof the proposed approach is demonstrated on synthetic and real multitemporalhyperspectral images.	cs.CV
train_23077	Elastic Pathing: Your Speed is Enough to Track You	  Today people increasingly have the opportunity to opt-in to "usage-based"automotive insurance programs for reducing insurance premiums. In theseprograms, participants install devices in their vehicles that monitor theirdriving behavior, which raises some privacy concerns. Some devices collectfine-grained speed data to monitor driving habits. Companies that use thesedevices claim that their approach is privacy-preserving because speedometermeasurements do not have physical locations. However, we show that withknowledge of the user's home location, as the insurance companies have, speeddata is sufficient to discover driving routes and destinations when trip datais collected over a period of weeks. To demonstrate the real-worldapplicability of our approach we applied our algorithm, elastic pathing, todata collected over hundreds of driving trips occurring over several months.With this data and our approach, we were able to predict trip destinations towithin 250 meters of ground truth in 10% of the traces and within 500 meters in20% of the traces. This result, combined with the amount of speed data that isbeing collected by insurance companies, constitutes a substantial breach ofprivacy because a person's regular driving pattern can be deduced with repeatedexamples of the same paths with just a few weeks of monitoring.	cs.CR
train_06305	Deep Temporal Analysis for Non-Acted Body Affect Recognition	  Affective computing is a field of great interest in many computer visionapplications, including video surveillance, behaviour analysis, and human-robotinteraction. Most of the existing literature has addressed this field byanalysing different sets of face features. However, in the last decade, severalstudies have shown how body movements can play a key role even in emotionrecognition. The majority of these experiments on the body are performed bytrained actors whose aim is to simulate emotional reactions. These unnaturalexpressions differ from the more challenging genuine emotions, thusinvalidating the obtained results. In this paper, a solution for basicnon-acted emotion recognition based on 3D skeleton and Deep Neural Networks(DNNs) is provided. The proposed work introduces three majors contributions.First, unlike the current state-of-the-art in non-acted body affectrecognition, where only static or global body features are considered, in thiswork also temporal local movements performed by subjects in each frame areexamined. Second, an original set of global and time-dependent features forbody movement description is provided. Third, to the best of out knowledge,this is the first attempt to use deep learning methods for non-acted bodyaffect recognition. Due to the novelty of the topic, only the UCLIC dataset iscurrently considered the benchmark for comparative tests. On the latter, theproposed method outperforms all the competitors.	cs.CV
train_47163	Simple Mechanisms for Profit Maximization in Multi-item Auctions	  We study a classical Bayesian mechanism design problem where a seller isselling multiple items to multiple buyers. We consider the case where theseller has costs to produce the items, and these costs are private informationto the seller. How can the seller design a mechanism to maximize her profit?Two well-studied problems, revenue maximization in multi-item auctions andsignaling in ad auctions, are special cases of our problem. We show that thereexists a simple mechanism whose profit is at least $\frac{1}{44}$ of theoptimal profit for multiple buyers with matroid-rank valuation functions. Whenthere is a single buyer, the approximation factor is $11$ for generalconstraint-additive valuations and $6$ for additive valuations. Our resultholds even when the seller's costs are correlated across items.  We introduce a new class of mechanisms called permit-selling mechanisms. Forsingle buyer case these mechanisms are quite simple: there are two stages. Foreach item $j$, we create a separate permit that allows the buyer to purchasethe item in the second stage. In the first stage, we sell the permits withoutrevealing any information about the costs. In the second stage, the sellerreveals all the costs, and the buyer can buy item $j$ by paying the item priceif the buyer has purchased the permit for item $j$ in the first stage. We showthat either selling the permits separately or as a grand bundle suffices toachieve the constant factor approximation to the optimal profit (6 foradditive, and 11 for constrained additive). For multiple buyers, we sell thepermits sequentially and obtain the constant factor approximation. Our proof isenabled by constructing a benchmark for the optimal profit by combining a noveldual solution with the existing ex-ante relaxation technique.	cs.GT
train_31306	URSA: A Neural Network for Unordered Point Clouds Using Constellations	  This paper describes a neural network layer, named Ursa, that uses aconstellation of points to learn classification information from point clouddata. Unlike other machine learning classification problems where the task isto classify an individual high-dimensional observation, in a point-cloudclassification problem the goal is to classify a set of d-dimensionalobservations. Because a point cloud is a set, there is no ordering to thecollection of points in a point-cloud classification problem. Thus, thechallenge of classifying point clouds inputs is in building a classifier whichis agnostic to the ordering of the observations, yet preserves thed-dimensional information of each point in the set. This research presentsUrsa, a new layer type for an artificial neural network which achieves thesetwo properties. Similar to new methods for this task, this architecture worksdirectly on d-dimensional points rather than first converting the points to ad-dimensional volume. The Ursa layer is followed by a series of dense layers toclassify 2D and 3D objects from point clouds. Experiments on ModelNet40 andMNIST data show classification results comparable with current methods, whilereducing the training parameters by over 50 percent.	cs.CV
train_07162	Attribute Adaptive Margin Softmax Loss using Privileged Information	  We present a novel framework to exploit privileged information forrecognition which is provided only during the training phase. Here, we focus onrecognition task where images are provided as the main view and soft biometrictraits (attributes) are provided as the privileged data (only available duringtraining phase). We demonstrate that more discriminative feature space can belearned by enforcing a deep network to adjust adaptive margins between classesutilizing attributes. This tight constraint also effectively reduces the classimbalance inherent in the local data neighborhood, thus carving more balancedclass boundaries locally and using feature space more efficiently. Extensiveexperiments are performed on five different datasets and the results show thesuperiority of our method compared to the state-of-the-art models in both tasksof face recognition and person re-identification.	cs.CV
train_46927	Effective Training of Convolutional Neural Networks with Low-bitwidth  Weights and Activations	  This paper tackles the problem of training a deep convolutional neuralnetwork of both low-bitwidth weights and activations. Optimizing alow-precision network is very challenging due to the non-differentiability ofthe quantizer, which may result in substantial accuracy loss. To address this,we propose three practical approaches, including (i) progressive quantization;(ii) stochastic precision; and (iii) joint knowledge distillation to improvethe network training. First, for progressive quantization, we propose twoschemes to progressively find good local minima. Specifically, we propose tofirst optimize a net with quantized weights and subsequently quantizeactivations. This is in contrast to the traditional methods which optimize themsimultaneously. Furthermore, we propose a second progressive quantizationscheme which gradually decreases the bit-width from high-precision tolow-precision during training. Second, to alleviate the excessive trainingburden due to the multi-round training stages, we further propose a one-stagestochastic precision strategy to randomly sample and quantize sub-networkswhile keeping other parts in full-precision. Finally, we adopt a novel learningscheme to jointly train a full-precision model alongside the low-precision one.By doing so, the full-precision model provides hints to guide the low-precisionmodel training and significantly improves the performance of the low-precisionnetwork. Extensive experiments on various datasets (e.g., CIFAR-100, ImageNet)show the effectiveness of the proposed methods.	cs.CV
train_08219	Ariadne's Thread - Interactive Navigation in a World of Networked  Information	  This work-in-progress paper introduces an interface for the interactivevisual exploration of the context of queries using the ArticleFirst database, aproduct of OCLC. We describe a workflow which allows the user to browse liveentities associated with 65 million articles. In the on-line interface, eachquery leads to a specific network representation of the most prevailingentities: topics (words), authors, journals and Dewey decimal classes linked tothe set of terms in the query. This network represents the context of a query.Each of the network nodes is clickable: by clicking through, a user traverses alarge space of articles along dimensions of authors, journals, Dewey classesand words simultaneously. We present different use cases of such an interface.This paper provides a link between the quest for maps of science and on-goingdebates in HCI about the use of interactive information visualisation toempower users in their search.	cs.DL
train_05608	Towards organizational guidelines for the responsible use of AI	  In the past few years, several large companies have published ethicalprinciples of Artificial Intelligence (AI). National governments, the EuropeanCommission, and inter-governmental organizations have come up with requirementsto ensure the good use of AI. However, individual organizations that want tojoin this effort, are faced with many unsolved questions. This paper proposesguidelines for organizations committed to the responsible use of AI, but lackthe required knowledge and experience. The guidelines consist of two parts: i)helping organizations to decide what principles to adopt, and ii) a methodologyfor implementing the principles in organizational processes. In case of futureAI regulation, organizations following this approach will be well-prepared.	cs.CY
train_42146	FIS-Nets: Full-image Supervised Networks for Monocular Depth Estimation	  This paper addresses the importance of full-image supervision for monoculardepth estimation. We propose a semi-supervised architecture, which combinesboth unsupervised framework of using image consistency and supervised frameworkof dense depth completion. The latter provides full-image depth as supervisionfor the former. Ego-motion from navigation system is also embedded into theunsupervised framework as output supervision of an inner temporal transformnetwork, making monocular depth estimation better. In the evaluation, we showthat our proposed model outperforms other approaches on depth estimation.	cs.CV
train_10149	Integrating existing cone-shaped and projection-based cardinal direction  relations and a TCSP-like decidable generalisation	  We consider the integration of existing cone-shaped and projection-basedcalculi of cardinal direction relations, well-known in QSR. The more general,integrating language we consider is based on convex constraints of thequalitative form $r(x,y)$, $r$ being a cone-shaped or projection-based cardinaldirection atomic relation, or of the quantitative form $(\alpha ,\beta)(x,y)$,with $\alpha ,\beta\in [0,2\pi)$ and $(\beta -\alpha)\in [0,\pi ]$: the meaningof the quantitative constraint, in particular, is that point $x$ belongs to the(convex) cone-shaped area rooted at $y$, and bounded by angles $\alpha$ and$\beta$. The general form of a constraint is a disjunction of the form$[r_1\vee...\vee r_{n_1}\vee (\alpha_1,\beta_1)\vee...\vee (\alpha_{n_2},\beta_{n_2})](x,y)$, with $r_i(x,y)$, $i=1... n_1$, and $(\alpha_i,\beta_i)(x,y)$, $i=1... n_2$, being convex constraints as described above:the meaning of such a general constraint is that, for some $i=1... n_1$,$r_i(x,y)$ holds, or, for some $i=1... n_2$, $(\alpha_i,\beta_i)(x,y)$ holds. Aconjunction of such general constraints is a $\tcsp$-like CSP, which we willrefer to as an $\scsp$ (Spatial Constraint Satisfaction Problem). An effectivesolution search algorithm for an $\scsp$ will be described, which uses (1)constraint propagation, based on a composition operation to be defined, as thefiltering method during the search, and (2) the Simplex algorithm, guaranteeingcompleteness, at the leaves of the search tree. The approach is particularlysuited for large-scale high-level vision, such as, e.g., satellite-likesurveillance of a geographic area.	cs.AI
train_37542	Testing Cluster Structure of Graphs	  We study the problem of recognizing the cluster structure of a graph in theframework of property testing in the bounded degree model. Given a parameter$\varepsilon$, a $d$-bounded degree graph is defined to be $(k,\phi)$-clusterable, if it can be partitioned into no more than $k$ parts, suchthat the (inner) conductance of the induced subgraph on each part is at least$\phi$ and the (outer) conductance of each part is at most$c_{d,k}\varepsilon^4\phi^2$, where $c_{d,k}$ depends only on $d,k$. Our mainresult is a sublinear algorithm with the running time$\widetilde{O}(\sqrt{n}\cdot\mathrm{poly}(\phi,k,1/\varepsilon))$ that takes asinput a graph with maximum degree bounded by $d$, parameters $k$, $\phi$,$\varepsilon$, and with probability at least $\frac23$, accepts the graph if itis $(k,\phi)$-clusterable and rejects the graph if it is $\varepsilon$-far from$(k, \phi^*)$-clusterable for $\phi^* = c'_{d,k}\frac{\phi^2\varepsilon^4}{\log n}$, where $c'_{d,k}$ depends only on $d,k$. By the lowerbound of $\Omega(\sqrt{n})$ on the number of queries needed for testing graphexpansion, which corresponds to $k=1$ in our problem, our algorithm isasymptotically optimal up to polylogarithmic factors.	cs.DS
train_03214	A Novel Attack against Android Phones	  In the first quarter of 2011, Android has become the top-selling operatingsystem for smartphones. In this paper, we present a novel, highly criticalattack that allows unprompted installation of arbitrary applications from theAndroid Market. Our attack is based on a single malicious application, which,in contrast to previously known attacks, does not require the user to grant itany permissions.	cs.CR
train_44469	Rationalizing Medical Relation Prediction from Corpus-level Statistics	  Nowadays, the interpretability of machine learning models is becomingincreasingly important, especially in the medical domain. Aiming to shed somelight on how to rationalize medical relation prediction, we present a newinterpretable framework inspired by existing theories on how human memoryworks, e.g., theories of recall and recognition. Given the corpus-levelstatistics, i.e., a global co-occurrence graph of a clinical text corpus, topredict the relations between two entities, we first recall rich contextsassociated with the target entities, and then recognize relational interactionsbetween these contexts to form model rationales, which will contribute to thefinal prediction. We conduct experiments on a real-world public clinicaldataset and show that our framework can not only achieve competitive predictiveperformance against a comprehensive list of neural baseline models, but alsopresent rationales to justify its prediction. We further collaborate withmedical experts deeply to verify the usefulness of our model rationales forclinical decision making.	cs.CL
train_27478	Faceness-Net: Face Detection through Deep Facial Part Responses	  We propose a deep convolutional neural network (CNN) for face detectionleveraging on facial attributes based supervision. We observe a phenomenon thatpart detectors emerge within CNN trained to classify attributes from uncroppedface images, without any explicit part supervision. The observation motivates anew method for finding faces through scoring facial parts responses by theirspatial structure and arrangement. The scoring mechanism is data-driven, andcarefully formulated considering challenging cases where faces are onlypartially visible. This consideration allows our network to detect faces undersevere occlusion and unconstrained pose variations. Our method achievespromising performance on popular benchmarks including FDDB, PASCAL Faces, AFW,and WIDER FACE.	cs.CV
train_11965	Learning Efficient Tensor Representations with Ring Structure Networks	  Tensor train (TT) decomposition is a powerful representation for high-ordertensors, which has been successfully applied to various machine learning tasksin recent years. However, since the tensor product is not commutative,permutation of data dimensions makes solutions and TT-ranks of TT decompositioninconsistent. To alleviate this problem, we propose a permutation symmetricnetwork structure by employing circular multilinear products over a sequence oflow-order core tensors. This network structure can be graphically interpretedas a cyclic interconnection of tensors, and thus we call it tensor ring (TR)representation. We develop several efficient algorithms to learn TRrepresentation with adaptive TR-ranks by employing low-rank approximations.Furthermore, mathematical properties are investigated, which enables us toperform basic operations in a computationally efficiently way by using TRrepresentations. Experimental results on synthetic signals and real-worlddatasets demonstrate that the proposed TR network is more expressive andconsistently informative than existing TT networks.	cs.NA
train_11950	Transferring Interactive Search-Based Software Testing to Industry	  Search-Based Software Testing (SBST) is the application of optimizationalgorithms to problems in software testing. In previous work, we haveimplemented and evaluated Interactive Search-Based Software Testing (ISBST)tool prototypes, with a goal to successfully transfer the technique toindustry. While SBSE solutions are often validated on benchmark problems, thereis a need to validate them in an operational setting. The present paperdiscusses the development and deployment of SBST tools for use in industry andreflects on the transfer of these techniques to industry. In addition toprevious work discussing the development and validation of an ISBST prototype,a new version of the prototype ISBST system was evaluated in the laboratory andin industry. This evaluation is based on an industrial System under Test (SUT)and was carried out with industrial practitioners. The Technology TransferModel is used as a framework to describe the progression of the development andevaluation of the ISBST system. The paper presents a synthesis of previous workdeveloping and evaluating the ISBST prototype, as well as presenting anevaluation, in both academia and industry, of that prototype's latest version.This paper presents an overview of the development and deployment of the ISBSTsystem in an industrial setting, using the framework of the Technology TransferModel. We conclude that the ISBST system is capable of evolving useful testcases for that setting, though improvements in the means the system uses tocommunicate that information to the user are still required. In addition, a setof lessons learned from the project are listed and discussed. Our objective isto help other researchers that wish to validate search-based systems inindustry and provide more information about the benefits and drawbacks of thesesystems.	cs.SE
